266	1
934	0
961	1
1814	1
134	0
294	1
103	0
303	1
2139	0
82	1
938	0
965	0
278	1
2129	0
1847	0
133	1
321	1
325	1
936	0
1848	0
2122	0
1816	0
1325	0
2123	0
1333	0
1216	1
1285	0
25	0
550	0
1299	1
1349	0
1271	1
264	1
1287	1
1196	0
308	0
283	1
1301	0
1309	1
49	1
1324	0
1341	0
1307	0
1212	0
1334	0
1305	1
1201	0
1254	1
1265	1
1277	1
1353	0
1154	1
1223	1
1310	0
1321	0
2097	0
1269	1
1263	1
1252	1
1300	1
277	1
315	1
962	0
320	0
2017	0
314	1
136	0
116	1
959	0
968	1
2026	0
2127	0
2136	0
2135	0
310	1
291	1
2020	0
281	1
2138	0
272	1
101	1
305	1
2023	0
2022	0
261	1
311	1
2121	0
104	0
287	1
937	1
285	1
2018	0
2027	0
75	1
1358	0
933	1
1815	0
967	0
1849	0
313	1
298	1
2021	0
93	1
2024	0
293	1
113	0
966	1
1859	0
756	0
716	1
821	1
885	1
841	1
843	1
1417	0
828	0
893	1
836	1
2149	0
1867	0
742	0
276	1
1368	1
2113	0
1380	0
1370	0
1407	0
1383	1
731	0
1401	0
747	1
692	1
822	1
845	1
2144	0
754	1
837	1
1808	1
861	0
755	0
1376	0
1363	0
704	1
858	1
1865	0
864	1
863	0
1203	0
1278	1
1174	0
2102	0
1335	1
1336	0
1166	1
1192	1
1267	0
1420	0
1995	1
1270	1
1248	0
1987	1
1175	1
1319	0
1268	1
1266	1
1348	0
1312	1
1308	0
1302	0
1896	0
1347	0
1253	1
2108	0
1231	0
1332	0
1249	0
1291	1
1258	1
1168	1
1327	0
1194	0
1343	1
1311	1
1891	1
2106	0
1340	0
1898	1
1675	0
1082	1
2063	0
328	1
1073	1
1674	1
1839	0
2014	0
1691	1
1871	1
166	1
1060	1
1884	0
1613	1
1889	1
1913	0
1644	0
1132	1
978	1
1922	1
1093	1
758	0
759	1
1813	0
1418	1
1390	1
2153	1
1809	1
1869	0
1365	0
743	1
847	1
892	1
898	1
1860	0
872	1
862	1
1389	0
1398	1
1866	0
760	1
1828	0
729	0
734	0
1862	0
715	1
850	1
1411	0
2151	0
2157	0
880	1
1361	1
832	1
868	0
1853	0
2176	0
807	1
725	1
899	1
696	1
2168	0
1372	0
1412	1
2163	0
1355	0
1330	1
1344	1
1251	1
2096	0
1313	1
1235	0
736	1
887	0
1317	0
1316	1
882	0
1393	1
1274	1
2162	0
2109	0
1292	0
1338	1
1261	1
1283	1
1350	0
1303	0
1342	0
1351	0
1183	0
1339	0
1250	1
1198	0
1200	1
1260	1
1213	1
1208	1
1276	1
1315	1
1354	0
317	1
1846	0
2019	0
2016	1
323	0
306	1
322	1
312	1
263	1
2025	0
932	1
300	1
316	0
1280	1
1329	1
2103	0
1284	1
1245	1
1163	1
1233	1
1352	0
1195	1
1318	0
1356	0
1275	1
1322	0
1214	1
1240	1
1282	0
1236	0
1328	0
1290	1
1273	1
1218	0
1288	1
1189	1
1337	0
2093	0
997	0
1050	0
1837	0
1062	1
1006	1
2134	0
1019	1
1021	1
920	1
1040	0
1027	0
1055	0
1133	0
236	1
1033	1
1121	1
1834	0
1070	1
987	1
1061	0
1831	0
1844	0
1087	1
1007	1
1129	1
1112	1
219	1
1103	0
1137	1
330	0
1016	0
1078	0
174	1
2126	0
2179	0
996	1
915	0
1013	0
909	0
1502	1
618	1
1577	1
164	1
1091	1
1522	0
1475	1
1585	1
2045	0
1547	0
1488	0
2031	0
1481	1
1565	1
1143	1
1584	1
1500	0
1510	1
1509	0
1507	0
1462	0
2034	0
2074	0
1506	0
1485	0
1594	1
1568	0
1591	1
2073	0
1472	1
2077	0
1516	0
2070	0
1549	0
1537	1
2036	0
1469	0
644	0
1532	1
1530	0
2055	0
1554	0
2032	0
1111	0
1074	1
1066	1
986	0
985	1
1053	1
1044	1
993	0
1841	0
142	1
1017	1
1142	1
1840	0
1046	1
981	0
1833	0
994	0
979	0
1065	1
1824	0
910	0
1622	0
1629	0
1948	1
1608	0
1671	1
914	0
1827	0
1682	1
337	0
1618	0
1042	0
2006	0
1004	0
1459	0
1893	0
2125	0
1011	0
1647	0
1669	1
1895	1
1648	0
1663	0
1878	0
1905	1
2092	0
1627	1
1887	1
1624	0
1900	1
1686	0
2087	0
2062	0
1882	1
1901	0
1679	1
1903	1
1603	1
1881	1
1894	0
1998	0
1661	1
1655	1
1687	1
1874	0
1621	1
1672	0
1873	1
1657	0
1888	1
1667	0
2008	0
1952	1
1616	1
1897	1
1890	0
1877	1
1938	0
1634	1
1689	1
1688	0
1642	0
1875	1
1876	0
1598	1
1696	1
1899	0
1911	1
1694	1
1923	1
1620	0
1924	1
1670	0
1907	0
1880	0
2010	0
1628	0
1921	1
831	0
1645	0
1683	0
2152	0
1410	0
1650	0
2090	0
1697	1
1662	0
1999	0
1879	1
1641	1
1615	0
1885	0
1692	1
2175	0
1820	0
1374	0
1886	1
1850	0
875	1
724	1
905	0
739	1
834	1
900	0
854	0
1367	0
711	1
839	1
866	1
722	0
727	0
1388	0
689	1
1856	0
881	1
901	1
846	1
870	1
904	1
853	1
865	0
833	1
2167	0
2171	0
741	1
2169	0
2117	0
2145	0
749	1
1800	0
1405	1
1854	0
1387	1
751	1
897	1
859	0
895	1
2173	0
2112	0
876	1
894	1
840	0
1385	0
1861	1
2148	0
2155	0
878	1
856	1
825	1
883	1
888	1
1863	0
852	0
2146	0
726	1
604	1
1552	0
1562	0
1479	0
1503	1
2033	0
621	1
2054	0
1578	1
1529	1
1581	1
1553	1
1576	1
2056	0
1560	1
1470	1
2053	0
1569	1
1593	1
1575	1
1520	1
1524	0
2037	0
1590	0
1557	1
2076	0
1487	1
656	1
2082	0
634	1
2043	0
1501	0
2071	0
1551	0
1548	1
1538	1
1586	1
1461	1
645	0
610	1
2030	0
1589	0
2028	0
1582	0
1573	1
1542	1
1525	1
1483	1
2079	0
1533	1
1550	1
1540	1
2041	0
2088	0
1508	1
1541	1
1559	1
1468	1
1588	1
1566	1
2047	0
1498	0
1561	1
1451	1
2029	0
1572	1
1512	1
1595	1
1982	0
1504	0
1423	1
2039	0
1996	1
2040	0
2038	0
1359	0
1424	0
1480	1
1432	0
1968	1
1521	1
1531	0
2035	0
1440	1
1981	0
1988	1
473	1
1960	0
1969	1
1447	1
1980	1
539	0
554	0
1956	0
1445	0
472	1
1442	0
1954	0
39	1
1983	1
1961	1
1422	1
1964	0
1962	0
1957	0
2049	1
35	1
1992	0
1646	0
1909	1
1625	1
1947	1
1693	0
1630	0
1617	0
1680	0
1872	1
1664	1
1673	0
1666	0
1609	1
1940	1
1607	0
1623	1
1944	1
1640	1
1668	1
1611	1
1654	1
246	1
1031	1
1145	1
1829	0
339	1
1056	0
186	1
1008	0
1381	1
1096	1
1122	1
2124	0
1049	1
1014	1
1835	0
1071	0
1108	1
929	1
1144	0
1041	1
336	1
1821	0
1088	1
1000	0
1032	0
1134	1
1843	0
2187	0
1010	1
1051	0
1826	0
1077	0
922	1
139	1
185	0
1028	0
1830	0
1107	1
1125	1
1101	1
1123	0
1130	1
974	0
1095	1
1836	0
1009	1
2133	0
1076	1
1030	1
1012	0
1029	1
1822	0
1026	0
1092	1
1825	0
2190	0
931	0
1024	0
919	1
1845	0
995	1
1979	0
507	1
1994	1
1967	1
553	0
1984	0
1441	0
1991	1
1427	0
1990	0
48	1
1955	1
1421	0
1963	1
1425	0
1563	1
2048	0
1546	1
2042	0
2058	0
1596	1
1476	1
1555	1
1536	0
1597	1
1539	0
1556	1
1482	0
605	1
