961	1
294	1
2139	0
965	0
1847	0
325	1
2122	0
2123	0
1285	0
1299	1
264	1
308	0
1309	1
1341	0
1334	0
1254	1
1353	0
1310	0
1269	1
1300	1
962	0
314	1
959	0
2127	0
310	1
281	1
101	1
2022	0
2121	0
937	1
2027	0
933	1
1849	0
2021	0
293	1
1859	0
821	1
843	1
893	1
1867	0
1368	1
1370	0
731	0
692	1
2144	0
1808	1
1376	0
858	1
863	0
1174	0
1336	0
1267	0
1270	1
1175	1
1266	1
1308	0
1347	0
1231	0
1291	1
1327	0
1311	1
1340	0
1082	1
1073	1
2014	0
166	1
1613	1
1644	0
1922	1
759	1
1390	1
1869	0
847	1
1860	0
1389	0
760	1
734	0
850	1
2157	0
832	1
2176	0
899	1
1372	0
1355	0
1251	1
1235	0
1317	0
1393	1
2109	0
1261	1
1303	0
1183	0
1198	0
1213	1
1315	1
1846	0
323	0
312	1
932	1
1280	1
1284	1
1233	1
1318	0
1322	0
1282	0
1290	1
1288	1
2093	0
1837	0
2134	0
920	1
1055	0
1033	1
1070	1
1831	0
1007	1
219	1
330	0
174	1
996	1
909	0
1577	1
1522	0
2045	0
2031	0
1143	1
1510	1
1462	0
1506	0
1568	0
1472	1
2070	0
2036	0
1532	1
1554	0
1074	1
985	1
993	0
1017	1
1046	1
994	0
1824	0
1629	0
1671	1
1682	1
1042	0
1459	0
1011	0
1895	1
1878	0
1627	1
1900	1
2062	0
1679	1
1881	1
1661	1
1874	0
1873	1
1667	0
1616	1
1877	1
1689	1
1875	1
1696	1
1694	1
1924	1
1880	0
1921	1
1683	0
1650	0
1662	0
1641	1
1692	1
1374	0
875	1
739	1
854	0
839	1
727	0
1856	0
846	1
853	1
2167	0
2169	0
749	1
1854	0
897	1
2173	0
894	1
1861	1
878	1
883	1
852	0
604	1
1479	0
621	1
1529	1
1576	1
1470	1
1593	1
1524	0
1557	1
656	1
2043	0
1551	0
1586	1
610	1
2028	0
1542	1
2079	0
1540	1
1508	1
1468	1
2047	0
1451	1
1512	1
1504	0
1996	1
1359	0
1432	0
1531	0
1981	0
1960	0
1980	1
1956	0
1442	0
1983	1
1964	0
2049	1
1646	0
1947	1
1617	0
1664	1
1609	1
1623	1
1668	1
246	1
1829	0
186	1
1096	1
1049	1
1071	0
1144	0
1821	0
1032	0
2187	0
1826	0
139	1
1830	0
1101	1
974	0
1009	1
1030	1
1822	0
1825	0
1024	0
995	1
1994	1
1984	0
1427	0
1955	1
1425	0
1546	1
1596	1
1536	0
1556	1
